,id,timestamp,age_range,industry,job,job_context,annual_salary,add_compensation,currency,other_currency,income_context,country,state,all_experience,field_experience,education-level,gender,race
2136,2137,2021-04-29 14:54:39,18-24,Business or Consulting,Account Care Representative,I'm a member of a team called Account Care who manages accounts that are smaller than the managed mid-market accounts,37440,0.0,USD,NaN,NaN,United States,Virginia,2 - 4 years,1 year or less,College degree,Non-binary,Asian or Asian American
2136,2137,2021-04-29 14:54:39,18-24,Business or Consulting,Account Care Representative,I'm a member of a team called Account Care who manages accounts that are smaller than the managed mid-market accounts,37440,0.0,USD,NaN,NaN,United States,Virginia,2 - 4 years,1 year or less,College degree,Non-binary,White
2137,2138,2021-04-29 14:58:42,25-34,Retail,Retail Communications Lead,NaN,32000,0.0,GBP,NaN,NaN,United Kingdom,NaN,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2138,2139,2021-04-29 15:07:22,25-34,Health care,registered nurse,NaN,60971,0.0,USD,NaN,NaN,United States,Pennsylvania,2 - 4 years,2 - 4 years,College degree,Woman,White
2139,2140,2021-04-29 15:08:33,25-34,Retail,E-commerce Assistant,NaN,19760,0.0,GBP,NaN,NaN,United Kingdom,NaN,2 - 4 years,2 - 4 years,College degree,Woman,White
2140,2141,2021-04-29 15:11:26,35-44,Computing or Tech,Customer Success Manager - Implementation Manager and Technical Support,I work in a really specific subset of customer success that focuses on training and implementing our software,65000,4000.0,USD,NaN,NaN,United States,Oregon,21 - 30 years,8 - 10 years,College degree,Non-binary,Asian or Asian American
2141,2142,2021-04-29 15:15:16,25-34,Law,Attorney,NaN,220000,15000.0,USD,NaN,NaN,United States,Ohio,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2142,2143,2021-04-29 15:16:25,35-44,Computing or Tech,Senior Software Engineer,NaN,125000,0.0,USD,NaN,NaN,United States,Oregon,11 - 20 years,8 - 10 years,College degree,Woman,White
2143,2144,2021-04-29 15:26:52,35-44,"Accounting, Banking & Finance",Financial Analyst II,Execute and report on sales commission plans,80200,0.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,2 - 4 years,College degree,Man,Black or African American
2144,2145,2021-04-29 15:27:50,35-44,Computing or Tech,Sales Excellence Manager,Not a people manager role,152000,27000.0,USD,NaN,NaN,United States,Washington,11 - 20 years,5-7 years,Master's degree,Man,White
2145,2146,2021-04-29 15:28:20,35-44,Computing or Tech,"VP, Learning and Development",Branch of Human Resources,150000,30000.0,USD,NaN,NaN,United States,North Carolina,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2146,2147,2021-04-29 15:28:55,35-44,Computing or Tech,VP Product Design,NaN,242000,0.0,USD,NaN,NaN,United States,Georgia,11 - 20 years,11 - 20 years,College degree,Woman,White
2147,2148,2021-04-29 15:40:04,25-34,Art & Design,Product Development Artist,I design any number of products for a Catalogue company,41891,0.0,USD,NaN,NaN,United States,Wisconsin,5-7 years,5-7 years,College degree,Non-binary,White
2148,2149,2021-04-29 15:44:24,35-44,Computing or Tech,Senior Product Manager,NaN,198000,0.0,USD,NaN,NaN,United States,California,21 - 30 years,21 - 30 years,Some college,Man,White
2149,2150,2021-04-29 15:49:58,35-44,"Accounting, Banking & Finance",Controller,NaN,120000,20000.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
2150,2151,2021-04-29 15:51:55,35-44,Computing or Tech,Network Security Engineer,NaN,115000,0.0,USD,NaN,NaN,United States,Maryland,11 - 20 years,11 - 20 years,Some college,Man,White
2151,2152,2021-04-29 16:04:14,25-34,Computing or Tech,Data Analyst,NaN,70000,5000.0,USD,NaN,NaN,United States,Tennessee,5-7 years,5-7 years,Master's degree,Woman,White
2152,2153,2021-04-29 16:20:41,18-24,Health care,Clinical Research Associate,NaN,37440,0.0,USD,NaN,NaN,United States,New York,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
2153,2154,2021-04-29 16:21:08,25-34,Computing or Tech,Lead software engineer,aka EM with some IC,72000,0.0,EUR,NaN,NaN,Lithuania,NaN,5-7 years,5-7 years,Master's degree,Man,White
2154,2155,2021-04-29 16:26:36,35-44,Utilities & Telecommunications,Associate Director,Information Technology,153000,28000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,5-7 years,Master's degree,Woman,Asian or Asian American
2154,2155,2021-04-29 16:26:36,35-44,Utilities & Telecommunications,Associate Director,Information Technology,153000,28000.0,USD,NaN,NaN,United States,Texas,11 - 20 years,5-7 years,Master's degree,Woman,White
2155,2156,2021-04-29 16:30:40,35-44,Health care,Lead developer,NaN,135000,0.0,CHF,NaN,NaN,Switzerland,NaN,21 - 30 years,11 - 20 years,Master's degree,Man,White
2156,2157,2021-04-29 16:31:27,25-34,Computing or Tech,Site Reliability Engineer,NaN,127000,4000.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,8 - 10 years,College degree,Other or prefer not to answer,White
2157,2158,2021-04-29 16:41:46,25-34,Computing or Tech,Product Director,Lead a team of PMs - responsible for all of revenue,165000,0.0,USD,NaN,"Given 35,000 option to buy @ $4 ;;; targeting a $25 IPO in 3 years",United States,Washington,2 - 4 years,2 - 4 years,College degree,Woman,White
2158,2159,2021-04-29 16:44:50,35-44,Computing or Tech,Manager of Data Science,NaN,280000,780000.0,USD,NaN,NaN,United States,California,11 - 20 years,11 - 20 years,PhD,Man,White
2159,2160,2021-04-29 16:47:05,35-44,Computing or Tech,Mid-level SharePoint Developer,NaN,112500,960.0,USD,NaN,NaN,United States,Virginia,11 - 20 years,11 - 20 years,College degree,Woman,White
2160,2161,2021-04-29 16:49:40,35-44,Computing or Tech,Programmer,"I'm fairly senior, but my department doesn't do titles much",82000,0.0,GBP,NaN,"Bonuses vary, from 0-4k in my experience",United Kingdom,NaN,5-7 years,5-7 years,College degree,Other or prefer not to answer,White
2161,2162,2021-04-29 16:54:07,25-34,Business or Consulting,Consultant,NaN,171000,10000.0,USD,NaN,NaN,United States,Ohio,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,NaN
2162,2163,2021-04-29 17:00:28,35-44,Government and Public Administration,Senior IT Project Manager,NaN,75000,0.0,EUR,NaN,NaN,Ireland,NaN,11 - 20 years,11 - 20 years,College degree,Man,White
2163,2164,2021-04-29 17:14:44,25-34,Computing or Tech,Technical Support,NaN,30000,0.0,USD,NaN,NaN,United States,Georgia,2 - 4 years,1 year or less,College degree,Man,White
2164,2165,2021-04-29 17:20:20,25-34,Insurance,Software Developer,NaN,83000,5000.0,USD,NaN,NaN,United States,Minnesota,2 - 4 years,2 - 4 years,College degree,Woman,White
2165,2166,2021-04-29 17:22:48,35-44,Government and Public Administration,Epidemiologist,NaN,92000,0.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2166,2167,2021-04-29 17:24:48,25-34,Business or Consulting,Consultant,NaN,72000,2500.0,USD,NaN,NaN,United States,Colorado,5-7 years,2 - 4 years,Master's degree,Woman,White
2167,2168,2021-04-29 17:29:24,35-44,Nonprofits,IT Director,"Overseeing projects, databases, managing vendors, etc.",150000,22500.0,USD,NaN,NaN,United States,District of Columbia,21 - 30 years,11 - 20 years,College degree,Man,White
2168,2169,2021-04-29 17:34:45,45-54,Education (Higher Education),Head of Technical Services,Librarian in an academic library,62000,0.0,USD,NaN,NaN,United States,Florida,31 - 40 years,21 - 30 years,Master's degree,Woman,White
2169,2170,2021-04-29 17:41:48,35-44,Commercial Real Estate,Senior Leasing Representative,Sales,105000,100000.0,USD,NaN,Base plus commissions,United States,Illinois,11 - 20 years,11 - 20 years,College degree,Woman,White
2170,2171,2021-04-29 17:47:01,35-44,Insurance,Contract analyst,NaN,65000,3000.0,USD,NaN,NaN,United States,Connecticut,11 - 20 years,11 - 20 years,College degree,Woman,White
2171,2172,2021-04-29 17:47:03,25-34,Security and manufacturing company,Customer Experience Expert,NaN,36000,2400.0,Other,MYR,NaN,Malaysia,NaN,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2172,2173,2021-04-29 17:55:18,25-34,Health care,Doctor,NaN,48000,0.0,GBP,NaN,NaN,United Kingdom,NaN,5-7 years,2 - 4 years,College degree,Woman,White
2173,2174,2021-04-29 17:57:07,25-34,Computing or Tech,Senior Business Analyst,NaN,72000,0.0,USD,NaN,NaN,United States,Massachusetts,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2174,2175,2021-04-29 18:09:44,35-44,Computing or Tech,Software Consultant,NaN,100000,10000.0,USD,NaN,NaN,United States,Wisconsin,11 - 20 years,8 - 10 years,College degree,Man,White
2175,2176,2021-04-29 18:14:10,35-44,Nonprofits,Manager of Executive Office and Administration,NaN,79000,0.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2176,2177,2021-04-29 18:29:24,25-34,Entertainment,Storyboard director,NaN,156000,0.0,USD,NaN,NaN,United States,California,8 - 10 years,1 year or less,College degree,Woman,White
2177,2178,2021-04-29 18:30:20,35-44,Communications,Strategic Communications Manager,NaN,50220,0.0,GBP,NaN,NaN,United Kingdom,NaN,11 - 20 years,11 - 20 years,College degree,Woman,White
2178,2179,2021-04-29 18:36:46,25-34,Computing or Tech,Director of Product Design,NaN,200000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,8 - 10 years,Master's degree,Man,White
2179,2180,2021-04-29 18:41:12,35-44,Education (Higher Education),Head of Digital Library,NaN,85000,0.0,USD,NaN,NaN,United States,Virginia,11 - 20 years,11 - 20 years,Master's degree,Non-binary,White
2180,2181,2021-04-29 18:52:33,35-44,Health care,Hr business partner,NaN,72000,0.0,USD,NaN,NaN,United States,North Dakota,11 - 20 years,5-7 years,College degree,Woman,White
2181,2182,2021-04-29 19:13:14,35-44,Computing or Tech,Lead Developer,NaN,131000,1000.0,USD,NaN,NaN,United States,Michigan,21 - 30 years,21 - 30 years,College degree,Man,White
2182,2183,2021-04-29 19:17:49,35-44,Art & Design,Sr ux designer,NaN,115000,0.0,USD,NaN,NaN,United States,Washington,11 - 20 years,5-7 years,College degree,Man,Asian or Asian American
2183,2184,2021-04-29 19:28:18,35-44,"Accounting, Banking & Finance","Manager, Strategic Messaging",I manage internal and external comms teams and oversee comms strategy and messaging,117000,0.0,USD,NaN,NaN,United States,Pennsylvania,11 - 20 years,11 - 20 years,College degree,Woman,White
2184,2185,2021-04-29 19:38:51,25-34,Engineering or Manufacturing,CSR II,Consignment and Inventory management,50000,1000.0,USD,NaN,NaN,United States,Tennessee,8 - 10 years,5-7 years,Some college,Woman,White
2185,2186,2021-04-29 19:39:59,25-34,Computing or Tech,Software Engineer,NaN,79500,0.0,CAD,NaN,NaN,Canada,NaN,5-7 years,2 - 4 years,College degree,Man,Black or African American
2186,2187,2021-04-29 19:46:54,25-34,Media & Digital,Senior Product Designer,NaN,130000,13000.0,USD,NaN,NaN,United States,New York,8 - 10 years,5-7 years,College degree,Woman,White
2187,2188,2021-04-29 19:47:04,45-54,Government and Public Administration,Editor,Public affairs office in state-funded healthcare/higher education institution,63000,0.0,USD,NaN,NaN,United States,Texas,31 - 40 years,5-7 years,College degree,Woman,White
2188,2189,2021-04-29 19:51:44,35-44,"Accounting, Banking & Finance",Agile Journey Owner,NaN,132000,25000.0,USD,NaN,NaN,United States,Minnesota,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2189,2190,2021-04-29 19:58:43,25-34,"Accounting, Banking & Finance",Regional Administrative Secretary,NaN,52000,0.0,CAD,NaN,NaN,Canada,NaN,11 - 20 years,8 - 10 years,Some college,Woman,White
2190,2191,2021-04-29 19:59:10,25-34,Nonprofits,Team support officer,NaN,26420,0.0,GBP,NaN,NaN,United Kingdom,NaN,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2191,2192,2021-04-29 20:24:19,35-44,Utilities & Telecommunications,HR Manager,NaN,71000,1500.0,USD,NaN,NaN,United States,Illinois,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2192,2193,2021-04-29 20:27:32,25-34,Health care,Infection Prevention Associate,NaN,70,0.0,USD,NaN,NaN,United States,Pennsylvania,2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American
2193,2194,2021-04-29 20:32:15,25-34,Computing or Tech,Software Developer,NaN,158400,0.0,USD,NaN,NaN,United States,Massachusetts,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
2194,2195,2021-04-29 20:49:29,25-34,Recruitment or HR,Senior HR Generalist,NaN,81800,8100.0,USD,NaN,NaN,United States,Connecticut,5-7 years,5-7 years,Master's degree,Woman,White
2195,2196,2021-04-29 20:59:21,18-24,"Accounting, Banking & Finance",Senior Business Analyst,NaN,97929,7500.0,USD,NaN,NaN,United States,Virginia,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2196,2197,2021-04-29 21:29:40,35-44,Education (Higher Education),Prospect Research,NaN,61500,9000.0,USD,NaN,NaN,United States,Maine,11 - 20 years,5-7 years,Master's degree,Woman,White
2197,2198,2021-04-29 22:14:36,25-34,Government and Public Administration,Library Assistant I,NaN,55700,0.0,USD,NaN,NaN,United States,California,2 - 4 years,1 year or less,College degree,Woman,Asian or Asian American
2198,2199,2021-04-29 22:15:03,18-24,Education (Higher Education),Program Officer,"Working at an Australian University. Mid/mid-senior-level role encompassing project management, events, data analysis, supervision of a small team of casual staff.",85000,0.0,AUD/NZD,NaN,NaN,Australia,NaN,2 - 4 years,2 - 4 years,College degree,Man,White
2199,2200,2021-04-29 22:19:05,45-54,Government and Public Administration,IT Service Management Specialist,Change - Problem Manager,85000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
2200,2201,2021-04-29 22:26:35,35-44,Nonprofits,Specialist,NaN,150000,0.0,USD,NaN,NaN,United States,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
2201,2202,2021-04-29 22:30:48,25-34,Agriculture or Forestry,Program Technician,Assistant to a University Researcher,35600,0.0,USD,NaN,NaN,United States,Arkansas,5-7 years,5-7 years,College degree,Woman,White
2202,2203,2021-04-29 22:31:24,25-34,Government and Public Administration,Manager,Policy,140000,14000.0,AUD/NZD,NaN,NaN,Australia,NaN,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2203,2204,2021-04-29 22:44:23,25-34,Health care,Registered Behavior Technician (RBT),ABA Therapy,34000,0.0,USD,NaN,16.50 per hour,United States,Arizona,2 - 4 years,2 - 4 years,College degree,Woman,White
2204,2205,2021-04-29 23:01:58,25-34,Engineering or Manufacturing,Supplier Quality Manager,Aerospace Industry,122500,0.0,USD,NaN,NaN,United States,Connecticut,11 - 20 years,8 - 10 years,Master's degree,Other or prefer not to answer,White
2205,2206,2021-04-29 23:06:03,35-44,Education (Higher Education),Systems Engineer,(linux admin with moderate programming),70500,0.0,USD,NaN,NaN,United States,Kansas,11 - 20 years,11 - 20 years,Master's degree,Man,White
2206,2207,2021-04-29 23:10:50,35-44,Government and Public Administration,Supervisory Librarian,Manager,97000,0.0,USD,NaN,NaN,United States,District of Columbia,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2207,2208,2021-04-29 23:30:05,18-24,Engineering or Manufacturing,Process Safety Engineer,NaN,95000,5009.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,Hispanic Latino or Spanish origin
2207,2208,2021-04-29 23:30:05,18-24,Engineering or Manufacturing,Process Safety Engineer,NaN,95000,5009.0,USD,NaN,NaN,United States,California,2 - 4 years,2 - 4 years,College degree,Woman,White
2208,2209,2021-04-29 23:50:29,25-34,Business or Consulting,Director,NaN,125000,10000.0,USD,NaN,NaN,United States,Illinois,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2209,2210,2021-04-30 00:09:57,25-34,Hospitality & Events,Camp Director,NaN,45000,2000.0,USD,NaN,NaN,United States,Idaho,5-7 years,5-7 years,College degree,Woman,White
2210,2211,2021-04-30 00:25:33,25-34,Engineering or Manufacturing,Aerospace Engineer,NaN,80000,0.0,USD,NaN,NaN,United States,Alabama,2 - 4 years,2 - 4 years,Master's degree,Man,White
2211,2212,2021-04-30 00:32:55,25-34,Government and Public Administration,City Planner,NaN,85000,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
2211,2212,2021-04-30 00:32:55,25-34,Government and Public Administration,City Planner,NaN,85000,0.0,USD,NaN,NaN,United States,New York,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2212,2213,2021-04-30 01:41:40,25-34,Engineering or Manufacturing,Electrical Engineer,NaN,145000,40000.0,USD,NaN,Additional income is bonuses or stock,United States,Washington,5-7 years,5-7 years,College degree,Woman,White
2213,2214,2021-04-30 02:22:46,25-34,"Accounting, Banking & Finance",Product Manager,NaN,88000,5000.0,USD,NaN,NaN,United States,Ohio,5-7 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
2214,2215,2021-04-30 03:20:51,35-44,Engineering or Manufacturing,Staff Controls Engineer,Factory utility system automation engineering for automotive.,128000,0.0,USD,NaN,NaN,United States,Nevada,21 - 30 years,8 - 10 years,College degree,Non-binary,White
2215,2216,2021-04-30 03:50:43,25-34,Computing or Tech,Technical Program Manager,NaN,220000,200000.0,USD,NaN,Most additional company is RSUs,United States,California,5-7 years,5-7 years,College degree,Woman,White
2216,2217,2021-04-30 04:58:10,35-44,Computing or Tech,HR Manager,NaN,75000,6000.0,USD,NaN,NaN,United States,Ohio,11 - 20 years,5-7 years,College degree,Woman,Another option not listed here or prefer not to answer
2217,2218,2021-04-30 05:00:55,45-54,Computing or Tech,Manager,NaN,135000,0.0,USD,NaN,NaN,Japan,NaN,21 - 30 years,11 - 20 years,PhD,Woman,White
2218,2219,2021-04-30 05:23:12,35-44,Education (Primary/Secondary),English Teacher,Public School,46500,0.0,USD,NaN,4 years experience,United States,Virginia,11 - 20 years,2 - 4 years,College degree,Woman,White
2219,2220,2021-04-30 05:35:43,55-64,Business or Consulting,HR Manager,NaN,74000,2000.0,USD,NaN,NaN,United States,California,31 - 40 years,8 - 10 years,College degree,Woman,Black or African American
